TIME,WndSp,SfcPr
112731,38.3,956.3
112732,37.9,956.4
112733,37.2,956.6
112734,36.2,956.8
112735,36.1,956.9
112736,36.7,957.1
112737,36.9,956.9
112738,37.7,957.3
112739,37.9,957.3
112740,38.6,957.5
112741,39.4,957.8
112742,39.3,957.8
112743,38.8,958.1
112744,38.5,958
112745,37.7,958.4
112746,37.1,958.5
112747,37,958.5
112748,37.5,958.9
112749,37.5,958.8
112750,37.5,958.9
112751,37.4,959.2
112752,37.3,959.1
112753,37.2,959.2
112754,37,959.3
112755,37.2,959.4
112756,37.3,959.6
112757,37.8,959.7
112758,38.5,959.8
112759,38.6,959.8
112800,38.4,959.9
112801,38.2,960
112802,37.8,960.2
112803,37.7,960.3
112804,38.3,960.4
112805,39,960.3
112806,37.9,960.3
112807,37.2,960.5
112808,37.5,960.7
112809,37,960.7
112810,36.6,961
112811,36.9,961.2
112812,36.6,961.5
112813,36.5,961.8
112814,36.6,961.7
112815,36.5,961.9
112816,37,962.1
112817,38.2,962.1
112818,38.5,962.2
112819,38.9,962.3
112820,39.2,962.2
112821,38.9,962.2
112822,39.3,962.2
112823,39.6,962.3
112824,38.9,962.7
112825,39.1,962.7
112826,39.7,963
112827,39.8,963.2
112828,41,963.4
112829,40.1,963.5
112830,40.8,963.4
112831,41.1,963.3
112832,41.5,963.6
112833,41.8,963.1
112834,41.5,963.2
112835,41.3,963.2
112836,40.8,963.4
112837,40.9,963.8
112838,41.2,963.9
112839,41.3,964.1
112840,40.7,964.1
112841,43,964.2
112842,43.4,965.1
112843,43.2,964.8
112844,42.9,964.8
112845,42.6,965
112846,41.9,964.7
112847,41.1,964.9
112848,41.9,964.8
112849,41.9,964.7
112850,42,964.8
112851,39.5,964.4
112852,39.7,964.7
112853,41.1,964.4
112854,41.1,964.4
112855,41,964.3
112856,40.7,964.3
112857,41.1,964.4
112858,39.5,964.4
112859,40.1,964.6
112900,40.6,964.6
112901,39.1,964.8
112902,38.2,964.9
112903,38.1,964.7
112904,39.7,964.6
112905,39.9,964.6
112906,39.7,964.7
112907,39.3,964.8
112908,38.9,964.9
112909,39.3,965
112910,39.6,965.3
112911,39.6,965.3
112912,39.4,965.5
112913,38.8,965.6
112914,38.9,965.8
112915,38.6,965.9
112916,38.5,965.9
112917,39,966.1
112918,38.9,966.4
112919,38.6,966.7
112920,39.1,966.7
112921,40.2,966.7
112922,40,966.8
112923,38.8,966.9
112924,39.2,967.1
112925,39.3,966.8
112926,38.9,966.7
112927,39,966.7
112928,39.2,966.6
112929,39.5,966.6
112930,39.4,966.6
112931,39.6,966.8
112932,39.8,966.8
112933,39.8,966.9
112934,40.1,966.9
112935,39.8,967.1
112936,39.8,967.4
112937,40.1,967.4
112938,40.1,967.7
112939,39.8,967.9
112940,39.8,967.9
112941,39.8,968
112942,39.6,968.1
112943,39.1,968.3
112944,38.8,968.3
112945,38.9,968.3
112946,39.5,968.4
112947,39.5,968.3
112948,39.2,968.3
112949,39.2,968.8
112950,39.1,968.4
112951,40,969
112952,39.2,969.1
112953,38.6,969.3
112954,38.9,969.5
112955,39.5,969.6
112956,40.1,969.9
112957,40.9,970.2
112958,41,970.3
112959,40.8,970.4
113000,40.6,970.4
113001,40.6,970.4
113002,40.5,970.6
113003,40.7,970.7
113004,40.8,970.5
113005,40.4,970.3
113006,40.2,970.1
113007,40.4,969.9
113008,40.7,969.8
113009,40.8,970.1
113010,40.3,970.2
113011,40.3,970.3
113012,40.4,970.3
113013,40.2,970.3
113014,39.8,970.2
113015,40.2,970.2
113016,40.6,970.2
113017,40.7,970.3
113018,40.4,970.4
113019,40.4,970.5
113020,40.5,970.4
113021,40.4,970.5
113022,40.9,970.5
113023,41.1,970.5
113024,41,970.5
113025,40.7,970.6
113026,40.7,970.5
113027,40.9,970.6
113028,41,970.7
113029,41.1,971
113030,40.7,970.9
113031,40.9,971.1
113032,40.5,971.2
113033,40.6,971.2
113034,41.3,971.2
113035,41.2,971.4
113036,40.7,971.7
113037,40.8,972
113038,40.9,972.2
113039,40.8,972.2
113040,40.7,972
113041,40.7,971.9
113042,40.3,972.1
113043,40.4,972.1
113044,40.3,971.9
113045,40.4,971.6
113046,40.1,971.7
113047,39.6,971.6
113048,39.6,971.6
113049,39.5,971.6
113050,39.8,971.7
113051,39.6,972
113052,39.1,972
113053,38.6,972.2
113054,39,972
113055,39.1,972
113056,39,972.1
113057,39.2,972.1
113058,39.2,972.3
113059,39,972.6
113100,39.1,972.7
113101,39.1,972.9
113102,38.1,973
113103,38.3,972.9
113104,38.1,973
113105,38.1,973
113106,37.8,973.1
113107,37.4,973.2
113108,36.5,973.1
113109,37.2,972.9
113110,38.2,973.1
113111,37.3,973.1
113112,36.7,973.2
113113,37.4,973.3
113114,37.8,973.4
113115,37.6,973.5
113116,37.7,973.4
113117,36.9,973.4
113118,37.5,973.4
113119,37.1,973.4
113120,36.6,973.4
113121,36.7,973.4
113122,36.8,973.3
113123,36.8,973.3
113124,36.9,973.2
113125,37,973.3
113126,36.7,973.3
113127,37,973.4
113128,36.8,973.5
113129,36.9,973.5
113130,36.3,973.4
113131,36.1,973.3
113132,35.9,973.2
113133,35.9,973.2
113134,35.8,973.3
113135,35.6,973.3
113136,35.8,973.2
113137,35.8,973.1
113138,35.8,973.2
113139,36.1,973.1
113140,35.9,973.2
113141,35.6,973.2
113142,35.3,973.4
113143,35.4,973.5
113144,35.7,973.5
113145,36,973.6
113146,36.2,973.8
113147,36,973.9
113148,35.7,974
113149,35.6,974.1
113150,35.8,974.1
113151,35.8,974.2
113152,36,974.2
113153,36.2,974.4
113154,35.7,974.4
113155,35.2,974.4
113156,35.4,974.5
113157,35.8,974.5
113158,36,974.6
113159,36,974.5
113200,36.1,974.5
113201,35.9,974.4
113202,35.7,974.3
113203,35.6,974.2
113204,35.4,974.1
113205,35.5,974.2
113206,35.8,974.2
113207,35.9,974.4
113208,34.9,974.6
113209,35.1,974.7
113210,35.5,974.8
113211,35.3,974.9
113212,34.9,975
113213,34.9,975
113214,34.9,975.1
113215,34.7,975.1
113216,34.7,975.2
113217,34.9,975.2
113218,35,975.4
113219,35.2,975.5
113220,35.1,975.6
113221,35,975.5
113222,34.9,975.7
113223,35.1,975.7
113224,35,975.7
113225,34.7,975.9
113226,34.8,975.8
113227,35,975.8
113228,35,975.8
113229,34.8,975.9
113230,34.9,976.1
113231,35,976.1
113232,34.9,976.2
113233,34.7,976.1
113234,34.7,976.2
113235,34.6,976.3
113236,34.8,976.6
113237,35.1,976.6
113238,34.6,976.5
113239,34.7,976.5
113240,34.8,976.5
113241,34.4,976.4
113242,34.7,976.4
113243,34.9,976.4
113244,35.1,976.7
113245,35.7,976.8
113246,35.4,976.9
113247,35.4,977.2
113248,35.5,977.2
113249,35.5,977.2
113250,35.7,977.1
113251,35.8,977.1
113252,35.2,977.1
113253,35.3,977
113254,35.7,977.2
113255,35.6,977
113256,35.3,977.4
113257,35.1,977.2
113258,35.2,977.1
113259,35.1,977.3
113300,34.9,977.1
113301,35.1,977.2
113302,35.2,977.2
113303,35.2,977.3
113304,35.1,977.3
113305,35.1,977.3
113306,35.1,977.2
113307,34.7,977.2
113308,34.7,977.3
113309,34.7,977.3
113310,35.2,977.3
113311,35.5,977.6
113312,35.2,977.5
113313,36.2,977.6
113314,36.1,977.7
113315,35.7,977.9
113316,35.8,977.9
113317,36.6,977.8
113318,37,977.7
113319,37.1,978.2
113320,36.5,978.2
113321,36.6,978.1
113322,36.5,978.1
113323,36.7,978.1
113324,37,977.9
113325,36.7,978.3
113326,36.6,978.2
113327,36.5,978.3
113328,36.6,978.3
113329,35.9,977.8
113330,35.5,978.1
113331,36.4,977.9
113332,36.1,978.2
113333,35.7,977.9
113334,35.5,978.2
113335,35.9,978.4
113336,33.8,978.7
113337,33.6,978.9
113338,33.9,979
113339,34.2,979.3
113340,34.6,979.4
113341,34.2,979.3
113342,34.5,979.4
113343,33.7,979.6
113344,33.6,979.6
113345,33.6,979.7
113346,33.7,979.6
113347,34,979.6
113348,34.3,979.5
113349,34.6,979.5
113350,34.1,979.2
113351,33.7,979
113352,33.7,979.2
113353,33.9,978.8
113354,34.2,978.7
113355,34.3,978.5
113356,34.4,978.4
113357,33.5,978.4
113358,34.9,978.3
113359,35.3,978.2
113400,34.5,978.2
113401,34.1,978.2
113402,33.6,978
113403,34.5,978
113404,33.9,977.9
113405,34.4,977.7
113406,33.1,977.7
113407,33.1,977.7
113408,33.5,977.2
113409,33.4,977.1
113410,34.6,977.3
113411,35.1,977.1
113412,34.2,976.9
113413,33.6,976.9
113414,32.6,976.9
113415,33.4,977.2
113416,33.9,977.5
113417,32.9,977.4
113418,35.5,977.2
113419,35.4,977
113420,35,976.9
113421,34.6,977
113422,34.2,977.2
113423,33.9,977.4
113424,34,977.5
113425,34.4,977.7
113426,34.1,977.7
113427,33.7,977.7
113428,33.5,978
113429,32.6,978.9
113430,32.7,979.4
113431,33.2,979.7
113432,33,979.8
113433,30.9,979.7
113434,32.1,980.1
113435,33.4,980.2
113436,32.8,980.1
113437,33,979.7
113438,32.4,980.1
113439,32.7,980.1
113440,32.3,980.2
113441,32.1,980.2
113442,32.3,980.2
113443,32.1,980.1
113444,31.8,980.1
113445,32.5,980.2
113446,32.9,980.1
113447,31.8,980.4
113448,30.2,980.5
113449,30.3,980.2
113450,31.5,980.3
113451,32.5,980.3
113452,32,980.2
113453,29,980.6
113454,28.9,980.5
113455,31.5,980.7
113456,30.9,980.5
113457,31.3,980.5
113458,29.8,980.7
113459,29.5,980.8
113500,30.1,980.7
113501,30.3,980.5
113502,32.9,980.6
113503,32.9,980.6
113504,31.7,980.8
113505,31.9,980.7
113506,29.7,980.4
113507,30.6,980.7
113508,32,981.1
113509,31.6,981.3
113510,30,981.5
113511,29.7,981.6
113512,30.4,981.4
113513,30.2,981.9
113514,31.6,981.7
113515,32.5,981.3
113516,33.7,981.4
113517,30.4,981.9
113518,32,981.3
113519,34.7,981.4
113520,31.6,981.3
113521,31.2,981.7
113522,32.2,981.4
113523,35.4,981.5
113524,33.1,982
113525,31,982.1
113526,31,982.1
113527,31.5,982.2
113528,30.6,982.2
113529,29.7,981.6
113530,33.1,981.6
113531,33.5,981.6
113532,32.9,981.7
113533,32.3,981.9
113534,32.1,981.9
113535,35.1,981.8
113536,35.1,981.9
113537,35.9,982.1
113538,36.3,981.7
113539,34.4,982
113540,33.9,982
113541,37.5,982.2
113542,38.4,982.5
113543,37.5,982.6
113544,37,982.7
113545,37.1,982.4
113546,37.9,982.5
113547,35.4,982.8
113548,35.7,982.8
113549,35.9,982.8
113550,35.1,983.1
113551,37.8,983
113552,38.8,983.2
113553,38.2,983
113554,35.8,982.7
113555,37.6,982.8
113556,38.5,983
113557,39.8,983
113558,41.8,983.1
113559,44.1,983.1
113600,43.3,983.3
113601,41.5,983.2
113602,42.3,983.3
113603,43.1,983.3
113604,43.3,983.4
113605,40,983.6
113606,39.2,983.8
113607,39.1,983.8
113608,40.6,983.8
113609,42.2,983.7
113610,41.7,983.6
113611,40.9,983.9
113612,40.8,983.7
113613,39.2,983.5
113614,40.4,983.7
113615,40.4,983.7
113616,38.9,983.8
113617,38.9,983.9
113618,38.5,983.9
113619,38.7,984
113620,38,984.1
113621,39.8,984.3
113622,43.2,984.6
113623,41.7,985.1
113624,42,984.9
113625,43.3,984.9
113626,41.2,985.3
113627,39.2,985.3
113628,40.2,984.9
113629,39.2,984.8
113630,41.2,984.6
113631,44.6,984.5
113632,43.5,984.5
113633,42.4,984.4
113634,43.4,984.7
113635,44.7,984.9
113636,43.8,984.5
113637,43.8,984.5
113638,43.8,984.5
113639,43.5,984.9
113640,43.4,984.8
113641,43.2,984.8
113642,43.8,984.8
113643,44,984.7
113644,44.3,984.6
113645,44.4,984.7
113646,44.3,984.8
113647,44.9,984.8
113648,44.8,984.9
113649,45,984.9
113650,45.5,985.1
113651,46.1,985.1
113652,44.6,985.4
113653,43.8,985.1
113654,43.7,985
113655,44.6,984.9
113656,44,984.9
113657,43.5,984.7
113658,42.6,984.8
113659,41.3,984.7
113700,41.7,984.6
113701,43.2,984.6
113702,42.7,984.6
113703,41.6,984.5
113704,39.8,984.5
113705,39.4,984.8
113706,40.4,984.8
113707,40.2,984.8
113708,39.1,984.8
113709,40.1,985.2
113710,40.7,985.8
113711,41.7,985.8
113712,40.9,986
113713,40.1,986.1
113714,39.5,986.2
113715,39.2,986.2
113716,39.2,986.3
113717,40.3,986.1
113718,39.6,986.2
113719,39.4,986.3
113720,38.6,986.3
113721,38.5,986.2
113722,39.5,986.3
113723,39.9,986.5
113724,39,986.5
113725,38.4,986.6
113726,38.3,986.5
113727,38.9,986.4
113728,39.5,986.5
113729,39.1,986.8
113730,38.7,986.7
113731,38.8,986.7
113732,39.5,986.7
113733,39.7,986.8
113734,39.4,987
113735,37.5,987.1
113736,36.4,987.1
113737,38.4,987
113738,39.2,987
113739,39.3,987.2
113740,39.5,987.5
113741,39.3,987.6
113742,38.5,987.6
113743,37.7,987.8
113744,38.1,987.7
113745,38.1,987.6
113746,38.1,987.7
113747,38.6,987.4
113748,38.7,987.4
113749,38.8,987.9
113750,38.3,988
113751,39.1,987.8
113752,39.1,987.8
113753,38.5,988.2
113754,38.6,988.2
113755,39,988.1
113756,39.4,987.9
113757,40.2,987.7
113758,39.7,988
113759,38.8,988.3
113800,39.9,988.1
113801,40.9,988.1
113802,40.4,988.2
113803,40.2,988.3
113804,39.8,988.5
113805,39.6,988.4
113806,41,988.4
113807,40.6,988.7
113808,40.3,988.7
113809,39.3,988.9
113810,39.8,988.7
113811,39.5,988.6
113812,38.1,988.9
113813,37.8,989.1
113814,37.4,988.9
113815,37.8,989.1
113816,38.3,989.2
113817,39.8,989.1
113818,39.5,989.2
113819,39.2,989.4
113820,38.4,989
113821,38.6,988.7
113822,38.3,988.7
113823,37.2,989.1
113824,38.2,989.4
113825,38.9,989.3
113826,37.8,989.4
113827,37.6,989.4
113828,38.6,989.3
113829,38.5,989.2
113830,40.5,989.4
113831,40.1,989.1
113832,38.2,989.5
113833,38,989.4
113834,38.3,989.4
113835,38.8,989.3
113836,40.2,989.3
113837,40,989.3
113838,39.2,989.3
113839,39.1,989.3
113840,39.9,989.3
113841,40.3,989.2
113842,40.5,989.2
113843,39.5,989.3
113844,39.8,989.2
113845,38.5,989.2
113846,38.2,989.2
113847,38.5,989.2
113848,37.9,989.3
113849,37.3,989.2
113850,37.3,989.1
113851,37.2,989
113852,37.1,989.3
113853,37.5,989.4
113854,37.7,989.3
113855,39.1,989.3
113856,40.2,989.6
113857,39.7,989.7
113858,40,989.5
113859,37.9,989.4
113900,38.1,989.5
113901,36.8,989.5
113902,36.3,989.7
113903,39.1,989.9
113904,39.2,989.8
113905,38.1,989.5
113906,36.9,989.4
113907,37.7,989.7
113908,38.3,989.7
113909,39.3,989.5
113910,39.8,989.5
113911,39.5,989.6
113912,38.5,989.1
113913,37.8,989
113914,39.1,989
113915,37.8,989.3
113916,37.6,989.4
113917,37.8,989.4
113918,38.2,989.6
113919,37.3,989.6
113920,37.8,989.8
113921,36.9,990
113922,37.3,990.1
113923,38,989.8
113924,36.3,989.9
113925,34.7,989.7
113926,35.3,989.9
113927,35.2,990.2
113928,35.6,990.2
113929,35.5,990.3
113930,34.7,990.2
113931,34.1,990.4
113932,34.5,990.5
113933,34.5,990.3
113934,34.5,990.3
113935,34.5,990.3
113936,34.3,990.2
113937,34.1,990.4
113938,34.3,990.6
113939,34.3,990.9
113940,35.7,990.9
113941,35.6,991.3
113942,35.4,991.1
113943,36.2,991.4
113944,35.7,991.2
113945,34.4,991.3
113946,34.5,991
113947,36,990.9
113948,37.1,991.1
113949,36.4,991.3
113950,35.4,991.4
113951,35,991.7
113952,35.5,991.5
113953,36,991.4
113954,36.2,991.2
113955,36.8,990.9
113956,36.1,990.9
113957,34.5,990.9
113958,35.8,990.7
113959,36.3,990.4
114000,36.2,990.4
114001,35.7,990.7
114002,35.4,991.2
114003,35.3,991.1
114004,36.2,991.4
114005,36.3,991.5
114006,36.3,991.9
114007,37.1,992.3
114008,35.6,992
114009,37.4,991.9
114010,36.9,991.8
114011,36.2,991.9
114012,38.7,992.2
114013,36.5,992.1
114014,35.3,991.9
114015,35.5,992.3
114016,35.7,992.5
114017,36,992.3
114018,37.2,992.1
114019,36.3,992.3
114020,35.7,992.7
114021,38,992.7
114022,38.3,992.6
114023,37.5,992.6
114024,36.5,992.6
114025,35.6,992.8
114026,36.2,992.9
114027,35.8,992.6
114028,33.8,992.7
114029,34,993.1
114030,35.2,992.2
114031,35.2,992.2
114032,38.2,992.3
114033,38.8,992.4
114034,38,992.5
114035,37.6,992.5
114036,37,992.6
114037,36.7,992.9
114038,38.4,992.6
114039,38.7,992.4
114040,38.4,992.3
114041,39.6,992.4
114042,39.2,992.8
114043,37.7,993
114044,37,993.2
114045,38.2,993.2
114046,37.3,993.4
114047,36.6,993.2
114048,37.7,993.1
114049,36.5,992.7
114050,36.6,992.6
114051,34.9,992.8
114052,34.9,992.8
114053,35.9,992.7
114054,37.9,992.8
114055,36.5,992.9
114056,37.8,993.2
114057,39.4,993.2
114058,38.9,993
114059,38.7,993.3
114100,36.7,993.5
114101,37.2,993.4
114102,38,992.9
114103,37.3,993
114104,37.7,993.1
114105,38,993
114106,37.2,992.8
114107,36.7,993.1
114108,36,993.2
114109,35.7,993.4
114110,36.6,993.3
114111,36.9,993.4
114112,36.5,993.8
114113,37.4,994.1
114114,36.9,994.2
114115,35.3,994.1
114116,35.9,994.1
114117,37,993.8
114118,38.2,993.6
114119,36.9,993.6
114120,37.1,993.6
114121,37.3,993.9
114122,37.5,993.8
114123,36.7,993.8
114124,36.1,994.1
114125,36.3,994
114126,36.2,993.9
114127,35.7,993.9
114128,36.2,994
114129,37,993.9
114130,35.9,994
114131,35,994
114132,35.9,993.6
114133,36.7,993.6
114134,36,993.3
114135,34.7,993.1
114136,34.3,993
114137,33.6,993.4
114138,33.5,993.9
114139,34.9,993.6
114140,36.2,993.4
114141,35.1,993.6
114142,34.5,993.6
114143,34.7,993.8
114144,35.1,993.8
114145,34.6,993.7
114146,35.7,993.8
114147,34.8,994
114148,34.5,994.3
114149,35.3,994.4
114150,36.1,994.5
114151,36.1,994.5
114152,36.1,994.4
114153,35.4,994.3
114154,34.4,994.2
114155,33.9,994.4
114156,35.7,994.4
114157,34.3,994.4
114158,32.7,995
114159,32.6,995.2
114200,33.9,995.1
114201,35,995
114202,32.5,995.2
114203,32.4,994.9
114204,32.2,994.7
114205,33.4,994.9
114206,32.2,994.8
114207,31.8,995
114208,32.1,995
114209,32.3,994.9
114210,31.8,995.1
114211,32.6,994.9
114212,32,994.8
114213,32.3,994.9
114214,32.7,994.7
114215,32.3,994.8
114216,32.5,994.7
114217,32.6,994.6
114218,32.9,994.7
114219,33.4,994.8
114220,33.6,994.7
114221,33.1,994.7
114222,33.2,994.8
114223,33.5,994.8
114224,33.6,994.7
114225,33.6,994.7
114226,33.8,994.8
114227,34,994.9
114228,33.8,995
114229,33.8,994.8
114230,33.8,994.7
114231,33.7,994.7
114232,33.2,994.9
114233,33.1,994.9
114234,32.8,995
114235,32.4,995.1
114236,32.7,995.1
114237,33,995.2
114238,32.7,995.2
114239,32.5,995.6
114240,32.4,995.6
114241,32.7,995.4
114242,32.6,995.5
114243,32.6,995.6
114244,32.4,995.9
114245,32.6,996.1
114246,32.9,995.9
114247,32.7,995.9
114248,32.7,995.5
114249,32.8,995.2
114250,32.8,995
114251,32.6,994.9
114252,32.6,994.9
114253,32.7,995.1
114254,33,995.2
114255,32.9,995.4
114256,32.6,995.5
114257,32.6,995.7
114258,32.8,995.8
114259,33,995.7
114300,32.9,995.7
114301,32.6,995.6
114302,32.5,995.8
114303,32.7,995.7
114304,33.2,995.6
114305,33.4,995.6
114306,33.2,995.5
114307,32.8,995.6
114308,32.9,995.5
114309,33.1,995.6
114310,33.2,995.7
114311,33,995.5
114312,32.8,995.6
114313,32.7,995.7
114314,32.7,995.9
114315,32.8,995.9
114316,32.8,995.7
114317,32.5,996
114318,32.3,995.8
114319,32.1,995.8
114320,32.1,996
114321,32.1,995.7
114322,31.8,996
114323,31.7,996
114324,31.4,996.1
114325,31.8,995.9
114326,32.1,995.6
114327,32.1,995.5
114328,32.1,995.8
114329,31.8,995.9
114330,32,995.9
114331,31.9,995.7
114332,31.7,995.9
114333,31.9,996.1
114334,31.9,996
114335,31.6,996.2
114336,31.4,995.9
114337,31.4,995.8
114338,31.9,996
114339,32.4,995.9
114340,32.5,995.9
114341,31.9,995.9
114342,31.4,995.8
114343,31.8,995.9
114344,31.8,995.9
114345,31.9,996
114346,31.8,995.9
114347,31.1,996
114348,31.6,996.1
114349,32.1,996.1
114350,31.6,996.5
114351,30.6,996.5
114352,31.1,996.5
114353,30.9,996.9
114354,31.1,996.8
114355,31.2,996.7
114356,31.5,997
114357,31.5,996.7
114358,31.7,996.7
114359,31.8,997
114400,31.8,996.8
114401,31.4,997.1
114402,31.9,997.1
114403,32.3,997.3
114404,31.6,997.2
114405,31.7,997.3
114406,31.8,997.2
114407,32.2,997.2
114408,32.4,997.5
114409,32.3,997.4
114410,31.9,997.7
114411,31.9,997.3
114412,32,997.4
114413,32.1,997.6
114414,31.8,997.3
114415,31.8,997.6
114416,31.6,997.6
114417,31.5,997.6
114418,31.9,997.7
114419,31.9,997.6
114420,31.6,997.8
114421,31.4,997.7
114422,31.4,997.8
114423,31.9,997.9
114424,32.2,997.7
114425,31.8,998.1
114426,31.4,997.9
114427,31.4,997.8
114428,31.5,997.5
114429,31.6,997.3
114430,31.7,997.4
114431,31.6,997.4
114432,31.5,997.5
114433,31.5,997.6
114434,31.4,997.6
114435,31.3,997.4
114436,31.4,997.5
114437,31.6,997.4
114438,31.9,997.3
114439,31.6,997.4
114440,31.6,997.4
114441,31.6,997.4
114442,31.8,997.4
114443,31.7,997.4
114444,31.6,997.3
114445,31.5,997.3
114446,31.3,997.4
114447,31.2,997.3
114448,31.2,997.6
114449,31.3,997.4
114450,31.4,997.4
114451,31.1,997.6
114452,30.9,997.6
114453,30.3,997.8
114454,30.6,997.8
114455,30.8,997.8
114456,31.1,997.8
114457,31,997.6
114458,30.5,997.9
114459,30.7,997.8
114500,30.6,997.8
114501,30.6,997.9
114502,30.8,997.6
114503,30.6,998
114504,30.5,997.8
114505,30.3,997.9
114506,30.4,998
114507,30.6,997.8
114508,30.4,998.1
114509,30.4,998
114510,30.3,998
114511,30.5,998.1
114512,30.5,997.8
114513,30.5,998.2
114514,30.7,998
114515,30.6,998.2
114516,30.4,998.3
114517,30.1,998
114518,30.2,998.3
114519,30.3,998
114520,30.4,998.1
114521,30.4,998.2
114522,29.9,998.1
114523,29.6,998.3
114524,30.2,998
114525,29.9,998.5
114526,29.8,998.1
114527,29.9,998.3
114528,29.2,998.7
114529,29.2,998.7
114530,30,998.6
114531,31.1,998.8
114532,30.3,998.7
114533,29.4,999
114534,29.4,998.8
114535,29,998.9
114536,29,999.1
114537,29.2,998.8
114538,28.9,999
114539,29.3,998.9
114540,29.8,999
114541,29.1,999
114542,29.4,999
114543,29.5,999.1
114544,29.3,998.8
114545,28.9,999
114546,29.3,999.1
114547,29.8,998.9
114548,29.3,999.1
114549,29.5,998.9
114550,29.6,999.1
114551,29.6,999.1
114552,30.3,998.9
114553,30.3,999
114554,30.3,998.9
114555,29.9,998.9
114556,29.9,998.9
114557,29.7,998.9
114558,29.5,999.2
114559,30.2,999.1
114600,30.8,999.2
114601,30.5,998.9
114602,29.9,999.1
114603,30.2,999.1
114604,30.7,999.1
114605,30.7,999.1
114606,30.6,998.9
114607,30.6,998.9
114608,30.6,998.8
114609,30.4,998.8
114610,30.7,998.9
114611,30.5,998.9
114612,30.2,998.9
114613,30.4,999
114614,30,998.8
114615,30,998.9
114616,30.6,998.9
114617,30.1,999.1
114618,30.1,999
114619,30.2,999.2
114620,30.2,999.3
114621,30.5,999.2
114622,30.2,999.6
114623,30.2,999.4
114624,29.9,999.4
114625,30.7,999.4
114626,30,999.3
114627,30.2,999.5
114628,30.9,999.4
114629,30.1,999.7
114630,30.2,999.6
114631,30,999.6
114632,29.6,999.9
114633,29.7,999.5
114634,29.6,999.7
114635,29.8,999.6
114636,29.5,999.6
114637,29.5,999.7
114638,29.6,999.5
114639,29.5,999.7
114640,29.9,999.8
114641,29.6,999.8
114642,29.2,999.8
114643,29.8,999.6
114644,29.8,999.8
114645,29.6,999.7
114646,28.6,999.6
114647,28.3,999.3
114648,28.2,999.1
114649,28.1,999.1
114650,28,998.8
114651,27.9,999.2
114652,27.8,998.9
114653,27.5,999
114654,27.6,999.1
114655,27.8,999
114656,27.6,999
114657,27.6,999.1
114658,27.8,999.2
114659,28.3,999.1
114700,28.8,999.3
114701,28.5,999.2
114702,28.3,999.3
114703,28.1,999.3
114704,28.3,999.3
114705,28.4,999.3
114706,28.2,999.4
114707,28.4,999.5
114708,28.4,999.5
114709,28,999.5
114710,28.1,999.3
114711,28.3,999.4
114712,28.3,999.5
114713,28.6,999.4
114714,28.8,999.8
114715,29,999.6
114716,29,999.8
114717,29.1,999.9
114718,29.3,999.8
114719,29.2,1000.2
114720,28.9,999.9
114721,28.5,1000.1
114722,28.5,999.8
114723,28.5,999.6
114724,28.5,999.7
114725,28.3,999.4
114726,28.3,999.6
114727,28.6,999.7
114728,28.8,999.9
114729,28.7,1000
114730,28.5,1000.2
114731,28.6,1000.3
114732,28.8,1000.3
114733,28.9,1000.2
114734,28.8,1000.2
114735,28,999.8
114736,28.1,1000
114737,27.9,1000.1
114738,28,1000
114739,28.1,1000.2
114740,28.3,999.7
114741,28,999.7
114742,28,999.8
114743,27.9,999.9
114744,27.6,999.8
114745,27.5,999.8
114746,27.2,999.9
114747,27.5,999.7
114748,27.5,999.7
114749,27.2,999.7
114750,26.6,999.7
114751,26.8,999.9
114752,26.9,999.7
114753,27.2,999.9
114754,27.1,999.8
114755,27.2,999.9
114756,27.7,999.8
114757,27.7,999.6
114758,27.8,999.6
114759,28.2,999.6
114800,28.3,999.6
114801,27.9,999.5
114802,27.8,999.4
114803,28.1,999.7
114804,28.4,999.8
114805,28,1000
114806,27.6,1000.2
114807,27.7,1000.3
114808,27.9,1000.2
114809,28.3,1000.3
114810,29.5,1000.6
114811,29.2,1000.8
114812,28.9,1000.9
114813,28.8,1001
114814,28.8,1001.1
114815,29.2,1001
114816,29.4,1001.1
114817,29.5,1001.1
114818,29.3,1001
114819,29.1,1001.1
114820,29,1001
114821,29,1001.1
114822,29.2,1001.1
114823,29.4,1001.2
114825,29,1000.8
114826,28.5,1000.6
114827,28.2,1000.2
114828,28.8,1000
114829,29,999.9
114830,28.7,999.7
114831,28.7,999.7
114832,29.1,999.8
114833,29.1,999.8
114834,29,999.8
114835,28.8,999.8
114836,28.9,999.7
114837,29.1,999.8
114838,29.2,999.8
114839,29.5,999.6
114840,29.4,999.6
114841,29.2,999.6
114842,29.1,999.5
114843,29.1,999.5
114844,29.1,999.4
114845,29.1,999.3
114846,28.9,999.3
114847,29.1,999.4
114848,28.9,999.3
114849,28.8,999.4
114850,28.9,999.3
114851,29.3,999.3
114852,29.2,999.4
114853,28.8,999.4
114854,28.7,999.5
114855,28.8,999.5
114856,29.2,999.7
114857,28.7,999.6
114858,28.8,999.8
114859,28.6,999.8
114900,28.7,999.8
114901,29,999.8
114902,28.7,999.9
114903,28.6,999.7
114904,29.3,999.8
114905,29.9,999.9
114906,28.9,1000
114907,27.8,1000.1
114908,28.2,1000
114909,28.2,1000.1
114910,28.3,1000
114911,28.5,999.7
114912,28.3,999.6
114913,28.5,999.4
114914,28.2,999.4
114915,28.3,999.5
114916,28.1,999.5
114917,28.4,999.4
114918,28.5,999.5
