TIME,WndSp,SfcPr
103653,26,1004.8
103654,26,1004.8
103655,26,1004.8
103656,26,1004.8
103657,25.9,1004.8
103658,26,1004.8
103659,26,1004.8
103700,25.8,1004.8
103701,25.7,1004.8
103702,25.8,1004.7
103703,25.8,1004.7
103704,25.9,1004.7
103705,26,1004.7
103706,26.1,1004.7
103707,26.1,1004.7
103708,26.1,1004.8
103709,26,1004.7
103710,26.1,1004.8
103711,26.1,1004.7
103712,26.1,1004.7
103713,26.3,1004.7
103714,26.2,1004.6
103715,26.3,1004.6
103716,26.4,1004.6
103717,26.2,1004.6
103718,26.3,1004.6
103719,26.4,1004.4
103720,26.5,1004.4
103721,26.4,1004.4
103722,26.4,1004.4
103723,26.4,1004.4
103724,26.6,1004.4
103725,26.7,1004.3
103726,26.7,1004.4
103727,26.7,1004.3
103728,26.9,1004.4
103729,26.9,1004.4
103730,26.9,1004.4
103731,26.9,1004.3
103732,27.1,1004.4
103733,27,1004.4
103734,27.1,1004.4
103735,27.1,1004.4
103736,27.2,1004.4
103737,27.1,1004.3
103738,27,1004.2
103739,27.1,1004.2
103740,27.1,1004.3
103741,27,1004.3
103742,27,1004.3
103743,26.9,1004.3
103744,26.8,1004.1
103745,26.8,1004.2
103746,26.8,1004.3
103747,26.8,1004.1
103748,26.8,1004.1
103749,26.6,1004
103750,26.6,1003.9
103751,26.5,1004
103752,26.4,1004.1
103753,26.4,1004.1
103754,26.4,1004.1
103755,26.4,1004.1
103756,26.4,1004.1
103757,26.3,1004
103758,26.2,1004
103759,26.2,1004
103800,26.2,1004
103801,26.2,1004
103802,26.1,1004
103803,26.3,1004
103804,26.3,1003.9
103805,26.3,1003.9
103806,26.3,1003.9
103807,26.3,1003.9
103808,26.4,1003.9
103809,26.3,1003.9
103810,26.3,1003.9
103811,26.3,1003.8
103812,26.2,1003.7
103813,26,1003.7
103814,26,1003.6
103815,25.9,1003.6
103816,25.9,1003.5
103817,25.9,1003.5
103818,25.9,1003.5
103819,25.8,1003.5
103820,25.8,1003.4
103821,25.8,1003.5
103822,25.7,1003.5
103823,25.5,1003.4
103824,25.5,1003.3
103825,25.5,1003.3
103826,25.7,1003.1
103827,25.7,1003.1
103828,25.7,1003.1
103829,25.6,1003.1
103830,25.7,1003.1
103831,25.6,1003
103832,25.6,1003.1
103833,25.7,1003.1
103834,26,1003.2
103835,26.1,1003.1
103836,25.9,1003.2
103837,25.6,1003.3
103838,25.8,1003.4
103839,25.8,1003.5
103840,25.8,1003.6
103841,25.7,1003.6
103842,25.8,1003.7
103843,25.7,1003.7
103844,25.6,1003.7
103845,25.6,1003.9
103846,25.4,1003.7
103847,25.3,1003.7
103848,25.2,1003.7
103849,25.2,1003.7
103850,25.2,1003.6
103851,25.2,1003.6
103852,25.2,1003.6
103853,25.3,1003.6
103854,25.5,1003.6
103855,25.6,1003.7
103856,25.2,1003.8
103857,25.2,1003.8
103858,25.3,1003.8
103859,25,1003.8
103900,25.1,1003.8
103901,25.1,1003.7
103902,24.9,1003.7
103903,24.8,1003.7
103904,24.8,1003.7
103905,24.8,1003.6
103906,25,1003.6
103907,24.8,1003.5
103908,24.5,1003.4
103909,24.5,1003.5
103910,24.6,1003.6
103911,24.7,1003.7
103912,24.6,1003.7
103913,24.7,1003.6
103914,24.7,1003.5
103915,24.7,1003.5
103916,24.6,1003.6
103917,24.6,1003.6
103918,24.7,1003.5
103919,24.7,1003.4
103920,24.7,1003.5
103921,24.8,1003.5
103922,24.9,1003.5
103923,25,1003.6
103924,25,1003.5
103925,24.9,1003.6
103926,25,1003.5
103927,24.9,1003.4
103928,25,1003.4
103929,25,1003.5
103930,25.2,1003.4
103931,25.1,1003.4
103932,25.1,1003.4
103933,25.2,1003.5
103934,25.2,1003.4
103935,25.5,1003.3
103936,25.5,1003.2
103937,25.5,1003.2
103938,25.6,1003.2
103939,25.8,1003.3
103940,25.7,1003.4
103941,25.8,1003.4
103942,25.7,1003.4
103943,25.5,1003.4
103944,25.5,1003.4
103945,25.5,1003.4
103946,25.7,1003.4
103947,25.7,1003.4
103948,25.9,1003.4
103949,25.9,1003.4
103950,26,1003.4
103951,26.1,1003.5
103952,26,1003.5
103953,25.9,1003.3
103954,25.8,1003.4
103955,25.6,1003.5
103956,25.5,1003.5
103957,25.6,1003.5
103958,25.7,1003.4
103959,25.8,1003.5
104000,25.6,1003.5
104001,25.6,1003.5
104002,25.6,1003.5
104003,25.6,1003.6
104004,25.6,1003.6
104005,25.7,1003.6
104006,25.8,1003.6
104007,25.8,1003.6
104008,25.7,1003.5
104009,25.6,1003.5
104010,25.5,1003.4
104011,25.6,1003.3
104012,25.7,1003.2
104013,25.8,1003.2
104014,25.9,1003.2
104015,25.9,1003.2
104016,25.8,1003.2
104017,25.8,1003.2
104018,25.9,1003.1
104019,26,1003.2
104020,26.1,1003.2
104021,26.2,1003.1
104022,26.3,1003.1
104023,26.2,1003
104024,26.2,1003
104025,26.3,1003
104026,26.3,1003
104027,26.4,1003
104028,26.2,1003
104029,26.1,1003
104030,26.2,1003
104031,26.2,1003
104032,26.4,1003.1
104033,26.3,1003
104034,26.2,1003
104035,26.3,1003
104036,26.2,1003
104037,26.3,1003
104038,26.4,1003
104039,26.4,1003
104040,26.5,1003
104041,26.3,1003.1
104042,26.2,1003.2
104043,26.3,1003.1
104044,26.1,1003.1
104045,26.1,1003
104046,26.2,1003
104047,26.3,1003
104048,26.5,1003
104049,26.5,1003
104050,26.5,1002.9
104051,26.6,1002.9
104052,26.6,1002.9
104053,26.8,1003
104054,26.9,1002.9
104055,26.7,1002.8
104056,26.7,1002.9
104057,26.8,1002.8
104058,26.7,1002.8
104059,26.6,1002.9
104100,26.6,1002.9
104101,26.7,1003
104102,26.6,1002.9
104103,26.6,1002.9
104104,26.6,1002.8
104105,26.6,1002.7
104106,26.7,1002.8
104107,26.8,1002.7
104108,27,1002.7
104109,27.1,1002.6
104110,27.1,1002.7
104111,27.1,1002.7
104112,27.1,1002.8
104113,27.3,1002.8
104114,27.2,1002.7
104115,27.3,1002.8
104116,27.3,1002.7
104117,27.3,1002.7
104118,27.4,1002.7
104119,27.3,1002.6
104120,27.3,1002.6
104121,27.2,1002.6
104122,27,1002.6
104123,26.9,1002.6
104124,26.8,1002.7
104125,26.8,1002.6
104126,26.8,1002.6
104127,27,1002.6
104128,27,1002.6
104129,27,1002.6
104130,27.1,1002.6
104131,26.7,1002.6
104132,26.6,1002.6
104133,27,1002.5
104134,27,1002.5
104135,27,1002.6
104136,26.9,1002.5
104137,27.1,1002.6
104138,27.1,1002.6
104139,27,1002.6
104140,26.9,1002.6
104141,26.9,1002.5
104142,27.1,1002.5
104143,27.3,1002.5
104144,27.3,1002.5
104145,27.3,1002.4
104146,27.4,1002.4
104147,27.6,1002.5
104148,27.5,1002.5
104149,27.7,1002.4
104150,27.7,1002.3
104151,27.9,1002.2
104152,27.9,1002.2
104153,27.9,1002.3
104154,27.9,1002.3
104155,28,1002.4
104156,28.2,1002.6
104157,28.1,1002.5
104158,28.1,1002.5
104159,28.1,1002.5
104200,28,1002.3
104201,28.2,1002.5
104202,28.1,1002.5
104203,28.3,1002.6
104204,28.6,1002.5
104205,28.4,1002.6
104206,28.2,1002.5
104207,28.2,1002.5
104208,28.2,1002.4
104209,28.3,1002.4
104210,28.5,1002.4
104211,28.6,1002.3
104212,28.6,1002.3
104213,28.5,1002.3
104214,28.5,1002.2
104215,28.5,1002.1
104216,28.5,1002.2
104217,28.5,1002.2
104218,28.5,1002.2
104219,28.2,1002.2
104220,27.7,1002.3
104221,27.6,1002.4
104222,27.5,1002.4
104223,27.6,1002.4
104224,27.9,1002.5
104225,27.7,1002.4
104226,27.7,1002.4
104227,27.7,1002.3
104228,27.8,1002.2
104229,27.7,1002.3
104230,27.8,1002.3
104231,27.7,1002.3
104232,27.5,1002.3
104233,27.5,1002.3
104234,27.3,1002.2
104235,27.4,1002.3
104236,27.4,1002.4
104237,27.5,1002.4
104238,27.4,1002.4
104239,27.3,1002.4
104240,27.4,1002.3
104241,27.4,1002.3
104242,27.4,1002.3
104243,27.5,1002.4
104244,27.5,1002.4
104245,27.6,1002.3
104246,27.5,1002.3
104247,27.7,1002.2
104248,27.7,1002.2
104249,27.8,1002.1
104250,27.9,1001.9
104251,28,1001.8
104252,27.8,1001.8
104253,27.6,1001.9
104254,27.7,1002
104255,27.8,1002
104256,27.8,1002
104257,27.6,1002.1
104258,27.7,1002.3
104259,27.6,1002.5
104300,27.8,1002.6
104301,27.7,1002.7
104302,27.8,1002.7
104303,27.7,1002.7
104304,27.9,1002.7
104305,28,1002.8
104306,28,1002.7
104307,28.1,1002.7
104308,28.2,1002.7
104309,28.1,1002.7
104310,28,1002.7
104311,27.9,1002.6
104312,28,1002.5
104313,28,1002.6
104314,28,1002.5
104315,28.1,1002.4
104316,28,1002.4
104317,28.1,1002.3
104318,28.1,1002.2
104319,28,1002.2
104320,27.7,1002.3
104321,27.6,1002.4
104322,27.8,1002.6
104323,27.8,1002.7
104324,27.7,1002.7
104325,27.7,1002.7
104326,27.7,1002.7
104327,27.6,1002.7
104328,27.8,1002.8
104329,27.8,1002.8
104330,27.9,1002.7
104331,27.9,1002.6
104332,28,1002.5
104333,27.8,1002.7
104334,27.6,1002.8
104335,27.6,1003
104336,27.6,1003.1
104337,27.6,1003.1
104338,27.6,1003.1
104339,27.8,1003.2
104340,27.8,1003.2
104341,27.8,1003.2
104342,27.8,1003.3
104343,27.4,1003.4
104344,27.3,1003.4
104345,27.4,1003.4
104346,27.2,1003.3
104347,27.5,1003.4
104348,27.6,1003.2
104349,27.9,1003.2
104350,28,1003.2
104351,27.9,1003.3
104352,27.9,1003.5
104353,27.8,1003.5
104354,27.7,1003.5
104355,27.8,1003.6
104356,27.5,1003.5
104357,27.4,1003.4
104358,27.2,1003.5
104359,27.1,1003.4
104400,27.3,1003.3
104401,27.2,1003.3
104402,27.5,1003.3
104403,27.3,1003.2
104404,27.1,1003.1
104405,26.8,1003.2
104406,26.7,1003.1
104407,27.1,1003.3
104408,27,1003.3
104409,27,1003.3
104410,26.9,1003.4
104411,26.6,1003.4
104412,26.9,1003.5
104413,26.9,1003.5
104414,26.9,1003.7
104415,26.8,1003.7
104416,26.8,1003.6
104417,27,1003.6
104418,26.9,1003.4
104419,27.1,1003.4
104420,26.9,1003.4
104421,26.7,1003.3
104422,26.6,1003.3
104423,26.5,1003.3
104424,26.7,1003.3
104425,26.7,1003.2
104426,26.7,1003.2
104427,26.7,1003.1
104428,27,1003.1
104429,27,1003.2
104430,26.8,1003.1
104431,26.6,1003.1
104432,25.9,1003.1
104433,25.6,1003.2
104434,25.8,1003.4
104435,25.8,1003.3
104436,25.9,1003.4
104437,25.6,1003.4
104438,25.6,1003.5
104439,25.6,1003.5
104440,25.4,1003.3
104441,25.3,1003.4
104442,25.1,1003.3
104443,25.2,1003.3
104444,25.3,1003.3
104445,25.1,1003.2
104446,25.2,1003.3
104447,25.2,1003.2
104448,25.4,1003.3
104449,25.1,1003.2
104450,25.1,1003.2
104451,25.2,1003.3
104452,25.3,1003.2
104453,25.3,1003.2
104454,25.4,1003.2
104455,25.5,1003.2
104456,25.6,1003.3
104457,25.6,1003.2
104458,25.8,1003.3
104459,25.7,1003.4
104500,25.6,1003.3
104501,25.7,1003.4
104502,25.6,1003.3
104503,25.5,1003.4
104504,25.4,1003.2
104505,25.4,1003.1
104506,25.5,1003.2
104507,25.3,1003.1
104508,25.4,1003.2
104509,25.3,1003.2
104510,25.5,1003.1
104511,25.6,1003.2
104512,25.5,1003.1
104513,25.3,1003.2
104514,25.3,1003.2
104515,25.2,1003.1
104516,25.3,1003.1
104517,25.5,1003
104518,25.5,1003
104519,25.4,1002.9
104520,25.6,1003
104521,25.8,1002.9
104522,25.9,1002.8
104523,25.9,1002.8
104524,26.1,1002.7
104525,26.2,1002.7
104526,26.3,1002.6
104527,26.2,1002.5
104528,26,1002.5
104529,26.3,1002.4
104530,26.7,1002.4
104531,26.1,1002.4
104532,26.3,1002.4
104533,26.4,1002.3
104534,26.2,1002.3
104535,26.1,1002.4
104536,26.2,1002.4
104537,26.3,1002.5
104538,26.3,1002.5
104539,26.6,1002.4
104540,26.7,1002.3
104541,26.5,1002.3
104542,26.1,1002.4
104543,26.1,1002.4
104544,26.2,1002.5
104545,26.2,1002.5
104546,26,1002.4
104547,25.7,1002.5
104548,25.6,1002.5
104549,25.6,1002.6
104550,25.6,1002.6
104551,25.7,1002.5
104552,25.6,1002.6
104553,25.5,1002.5
104554,25.5,1002.5
104555,25.4,1002.5
104556,25.3,1002.5
104557,25.4,1002.5
104558,25.4,1002.5
104559,25.3,1002.6
104600,25.2,1002.5
104601,25.1,1002.5
104602,25.2,1002.5
104603,25.2,1002.5
104604,25.3,1002.5
104605,25.3,1002.4
104606,25.2,1002.3
104607,25.3,1002.4
104608,25.4,1002.3
104609,25.2,1002.4
104610,24.9,1002.3
104611,24.9,1002.4
104612,25.1,1002.4
104613,25,1002.4
104614,24.8,1002.4
104615,24.6,1002.4
104616,24.5,1002.4
104617,24.6,1002.4
104618,24.8,1002.5
104619,25,1002.7
104620,25.1,1002.7
104621,25.1,1002.6
104622,25,1002.6
104623,24.8,1002.6
104624,24.9,1002.7
104625,24.8,1002.7
104626,24.6,1002.7
104627,24.5,1002.7
104628,24.6,1002.6
104629,24.6,1002.6
104630,24.5,1002.7
104631,24.3,1002.6
104632,24.3,1002.6
104633,24.4,1002.5
104634,24.3,1002.5
104635,24.4,1002.5
104636,24.4,1002.5
104637,24.6,1002.7
104638,24.5,1002.6
104639,24.3,1002.5
104640,24.3,1002.5
104641,24.4,1002.4
104642,24.5,1002.4
104643,24.5,1002.4
104644,24.4,1002.4
104645,24.3,1002.3
104646,24.3,1002.3
104647,24.2,1002.3
104648,24.4,1002.4
104649,24.6,1002.3
104650,24.8,1002.4
104651,24.6,1002.5
104652,24.7,1002.5
104653,24.8,1002.5
104654,24.7,1002.5
104655,24.7,1002.6
104656,24.8,1002.6
104657,24.6,1002.7
104658,24.6,1002.6
104659,24.6,1002.6
104700,24.7,1002.6
104701,24.9,1002.6
104702,25,1002.6
104703,25,1002.6
104704,24.8,1002.6
104705,24.6,1002.6
104706,24.7,1002.5
104707,24.8,1002.4
104708,24.8,1002.5
104709,24.7,1002.4
104710,24.7,1002.4
104711,24.7,1002.4
104712,25,1002.4
104713,25.2,1002.5
104714,25.2,1002.5
104715,25.2,1002.5
104716,25,1002.7
104717,24.8,1002.6
104718,24.9,1002.5
104719,24.9,1002.4
104720,24.9,1002.3
104721,24.8,1002.4
104722,24.8,1002.3
104723,24.7,1002.3
104724,24.6,1002.2
104725,24.7,1002.2
104726,24.9,1002.1
104727,24.9,1002.1
104728,24.8,1002.1
104729,25,1002.2
104730,24.9,1002.1
104731,25.1,1002.2
104732,25.2,1002.1
104733,25.2,1002.1
104734,25.3,1002.1
104735,25.2,1002.1
104736,25.2,1002.1
104737,25.2,1002.1
104738,25.4,1002.1
104739,25.4,1002.1
104740,25.3,1002
104741,25.4,1002
104742,25.3,1002
104743,25.8,1002.1
104744,25.8,1002.1
104745,25.6,1002.1
104746,25.9,1002.1
104747,25.9,1002.1
104748,25.9,1002.2
104749,25.8,1002.2
104750,26.1,1002.3
104751,26.1,1002.2
104752,26.3,1002.2
104753,26.4,1002.3
104754,26.4,1002.3
104755,26.4,1002.3
104756,26.5,1002.3
104757,26.2,1002.3
104758,26.2,1002.3
104759,26.1,1002.2
104800,25.8,1002
104801,25.7,1002
104802,26.1,1002
104803,25.9,1002
104804,25.8,1002
104805,25.8,1002
104806,25.8,1002
104807,25.8,1002.1
104808,25.8,1002.2
104809,25.7,1002.2
104810,25.9,1002.3
104811,26,1002.2
104812,26.2,1002.2
104813,26.1,1002.2
104814,26.4,1002.2
104815,26.2,1002.2
104816,26.6,1002.3
104817,26.5,1002.3
104818,26.3,1002.3
104819,26.4,1002.3
104820,26.3,1002.3
104821,26.4,1002.3
104822,26,1002.3
104823,26,1002.3
104824,26.3,1002.3
104825,26.3,1002.3
104826,26.2,1002.3
104827,26.1,1002.4
104828,25.8,1002.5
104829,25.9,1002.5
104830,25.9,1002.4
104831,25.8,1002.4
104832,25.9,1002.4
104833,25.6,1002.4
104834,25.5,1002.4
104835,25.9,1002.4
104836,25.9,1002.5
104837,25.8,1002.5
104838,25.8,1002.6
104839,25.5,1002.5
104840,25.8,1002.5
104841,25.9,1002.5
104842,25.5,1002.6
104843,25.4,1002.6
104844,25.9,1002.7
104845,25.8,1002.7
104846,25.3,1002.7
104847,25.5,1002.7
104848,25.6,1002.5
104849,25.6,1002.5
104850,25.8,1002.5
104851,25.6,1002.7
104852,25.6,1002.6
104853,25.6,1002.6
104854,25.1,1002.5
104855,25.5,1002.6
104856,25.8,1002.7
104857,25.7,1002.7
104858,25.7,1002.6
104859,25.5,1002.5
104900,25.4,1002.6
104901,25.4,1002.6
104902,25.6,1002.7
104903,25.6,1002.7
104904,25.5,1002.8
104905,25.4,1002.8
104906,25.5,1003
104907,25.7,1003
104908,25.9,1002.9
104909,25.5,1003
104910,25.4,1002.9
104911,25.4,1002.9
104912,25.6,1002.9
104913,25.8,1002.9
104914,25.4,1003
104915,25.2,1002.9
104916,25.1,1002.9
104917,25.2,1002.9
104918,25.7,1002.9
104919,26,1002.7
104920,25.8,1002.5
104921,25.9,1002.5
104922,25.9,1002.5
104923,25.8,1002.4
104924,25.9,1002.5
104925,25.7,1002.6
104926,25.7,1002.7
104927,25.7,1002.8
104928,25.8,1002.8
104929,25.7,1002.7
104930,25.7,1002.7
104931,25.8,1002.7
104932,25.7,1002.7
104933,25.4,1002.6
104934,25.6,1002.6
104935,26,1002.6
104936,26.4,1002.5
104937,26.2,1002.4
104938,25.8,1002.4
104939,26,1002.7
104940,26.5,1002.8
104941,27.2,1002.8
104942,27.3,1002.8
104943,27.7,1002.7
104944,27.5,1002.4
104945,27.8,1002.3
104946,28,1002.1
104947,28.4,1002.2
104948,28.9,1002.1
104949,29,1002
104950,28.8,1002.1
104951,28.9,1002
104952,28.8,1002
104953,28.7,1001.8
104954,28.5,1001.9
104955,28.4,1001.7
104956,28.4,1001.7
104957,28.4,1001.7
104958,28.4,1001.5
104959,28.4,1001.6
105000,28.3,1001.7
105001,28.2,1001.6
105002,28,1001.6
105003,28,1001.5
105004,28.3,1001.6
105005,28.6,1001.7
105006,28.2,1001.6
105007,27.7,1001.7
105008,27.7,1001.6
105009,27.8,1001.7
105010,27.8,1001.6
105011,27.7,1001.5
105012,27.7,1001.7
105013,27.6,1001.4
105014,27.4,1001.5
105015,27.5,1001.3
105016,27.6,1001.3
105017,27.9,1001.4
105018,27.6,1001.4
105019,27.5,1001.4
105020,27.6,1001.4
105021,27.8,1001.5
105022,27.9,1001.6
105023,28,1001.8
105024,27.9,1001.9
105025,27.6,1001.8
105026,27.4,1001.9
105027,27.7,1001.9
105028,27.6,1002
105029,27.5,1002.2
105030,27.3,1002.1
105031,27.3,1002.1
105032,27.4,1002.1
105033,27.4,1002.1
105034,27.3,1002.1
105035,27,1001.9
105036,27.2,1002
105037,27,1001.9
105038,26.8,1001.9
105039,26.9,1001.8
105040,26.7,1001.8
105041,26.7,1001.8
105042,26.4,1001.8
105043,26.6,1001.8
105044,26.9,1001.6
105045,26.7,1001.6
105046,26.4,1001.6
105047,26.7,1001.5
105048,26.7,1001.7
105049,26.3,1001.5
105050,25.9,1001.6
105051,26.6,1001.6
105052,26.7,1001.6
105053,26.3,1001.7
105054,26.3,1001.6
105055,26.7,1001.6
105056,26.7,1001.6
105057,26.7,1001.4
105058,26.9,1001.5
105059,27,1001.4
105100,27.1,1001.5
105101,27.2,1001.4
105102,26.9,1001.3
105103,26.5,1001.3
105104,26.5,1001.1
105105,26.9,1001.3
105106,27.2,1001.1
105107,27.2,1001.1
105108,27.4,1001.2
105109,27,1001
105110,26.4,1001.1
105111,27,1001
105112,27.1,1001
105113,26.9,1001.1
105114,27.2,1001
105115,27.2,1001.3
105116,27.5,1000.9
105117,27.4,1001.2
105118,27.2,1001.2
105119,27.3,1001
105120,27.4,1001.1
105121,27.5,1001.1
105122,27.7,1001.3
105123,27.6,1001.1
105124,27.6,1000.9
105125,27.4,1000.8
105126,27.5,1000.8
105127,27.6,1000.8
105128,27.5,1000.8
105129,27.5,1000.7
105130,27.5,1000.7
105131,27.4,1000.7
105132,27.2,1000.8
105133,27.2,1000.9
105134,27.2,1001
105135,27.2,1001
105136,27.1,1000.8
105137,27.1,1000.8
105138,26.9,1000.7
105139,26.9,1001.1
105140,27.3,1000.8
105141,27.4,1000.7
105142,27.3,1000.7
105143,27.2,1000.9
105144,26.9,1001
105145,27,1001
105146,27.1,1001
105147,27.3,1001
105148,28,1001.1
105149,27.6,1001
105150,27.2,1001
105151,27.5,1000.8
105152,27.4,1000.8
105153,27.8,1000.7
105154,27.5,1001
105155,27.1,1001
105156,27.6,1000.9
105157,27.3,1000.9
105158,27.3,1000.8
105159,28.1,1000.7
105200,28,1000.8
105201,28,1000.8
105202,28.3,1000.9
105203,27.7,1000.9
105204,28.1,1000.8
105205,27.9,1000.6
105206,27.9,1000.5
105207,28,1000.4
105208,28.2,1000.5
105209,27.5,1000.4
105210,28,1000.4
105211,28.3,1000.6
105212,28,1000.4
105213,28.4,1000.3
105214,28,1000.3
105215,27.6,1000.4
105216,27.9,1000.6
105217,28.7,1000.8
105218,28.5,1000.6
105219,28.1,1000.6
105220,27.3,1000.7
105221,27.2,1000.8
105222,27.8,1000.9
105223,26.8,1000.8
105224,26.7,1000.7
105225,25.8,1000.8
105226,27.1,1001.1
105227,26.6,1001.3
105228,26.4,1001.3
105229,26.2,1000.9
105230,26.4,1000.8
105231,26.5,1001.1
105232,26.3,1000.8
105233,26.4,1000.8
105234,26.6,1000.7
105235,26.6,1000.7
105236,26.5,1000.6
105237,26.3,1000.7
105238,26.1,1000.7
105239,25.4,1000.7
105240,25.5,1000.7
105241,25.7,1000.6
105242,27.1,1000.6
105243,27.6,1000.7
105244,27.5,1000.7
105245,27.6,1000.6
105246,27.5,1000.5
105247,27.2,1000.7
105248,26.9,1000.6
105249,26.7,1000.5
105250,26.7,1000.4
105251,26.7,1000.3
105252,26.7,1000.3
105253,27,1000.4
105254,27.1,1000.3
105255,27,1000.3
105256,26.9,1000.2
105257,26.8,1000.1
105258,26.6,1000.1
105259,26.5,1000.1
105300,26.4,1000.2
105301,26.2,1000.2
105302,26.3,1000.1
105303,26.3,1000.1
105304,26.5,1000
105305,27,1000.1
105306,27.2,1000
105307,27.5,1000.1
105308,28.3,1000
105309,28.8,999.9
105310,28.7,999.9
105311,28.6,999.9
105312,28.5,1000.1
105313,28.9,1000.1
105314,29.3,1000.1
105315,28.9,1000.1
105316,29.3,1000.1
105317,29.5,1000
105318,29,1000.1
105319,29.8,1000.1
105320,30.5,1000
105321,30.5,1000
105322,29.9,999.9
105323,29.4,999.7
105324,29.3,999.7
105325,28.8,999.8
105326,28.1,999.9
105327,27.7,1000
105328,28.1,1000.1
105329,28.6,1000.3
105330,29.1,1000.3
105331,28.8,1000.4
105332,29.9,1000.3
105333,30.4,1000.5
105334,30,1000.3
105335,29.9,1000.3
105336,30.5,1000.3
105337,30.1,1000.2
105338,29.5,1000.3
105339,29.3,1000.2
105340,28.8,1000.3
105341,30.2,1000.3
105342,30.4,1000.1
105343,30.4,999.6
105344,30.7,999.4
105345,30.7,999.4
105346,30.3,999.2
105347,30,999.5
105348,29.9,1000
105349,32.4,999.8
105350,32.8,999.7
105351,32.5,999.9
105352,32.2,999.5
105353,31.5,999.1
105354,31.7,999.2
105355,31.4,999.3
105356,29.7,999.2
105357,29.5,999
105358,29.5,999
105359,29.6,999
105400,29.8,999
105401,30.2,998.7
105402,29.7,998.8
105403,29.8,998.7
105404,30.6,998.6
105405,30.4,998.6
105406,30.1,998.4
105407,29.8,998.4
105408,29.5,998.3
105409,29.5,998.4
105410,30,998.6
105411,29,998.6
105412,28.9,998.8
105413,29.6,998.7
105414,30.7,998.7
105415,30.8,998.7
105416,30.1,998.6
105417,29.5,999
105418,28.9,998.9
105419,28.9,998.8
105420,29.7,998.9
105421,30.2,999
105422,30.2,998.8
105423,30.5,998.7
105424,30.8,998.5
105425,30.9,998.5
105426,31.2,998.8
105427,30.8,998.8
105428,30.4,998.9
105429,30.6,998.8
105430,30.5,998.9
105431,30.4,998.8
105432,30.5,998.7
105433,30.6,998.7
105434,30.1,998.5
105435,30.1,998.5
105436,30.2,998.6
105437,29.9,998.5
105438,29.4,998.6
105439,29.3,998.4
105440,29.4,998.5
105441,29.5,998.6
105442,29.4,998.8
105443,29.5,998.7
105444,29.7,998.6
105445,29.5,998.7
105446,28.2,998.6
105447,27.6,998.4
105448,28.6,998.5
105449,29.6,998.4
105450,28.9,998.5
105451,28.5,998.2
105452,28.4,998.2
105453,29.2,998.2
